artist,song,genre
Bryson Tiller,Exchange,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']"
Bells Atlas,Sugar for the Queen,"['bay area indie', 'neo r&b']"
Ariel Pink's Haunted Graffiti,Symphony of the Nymph,"['art pop', 'chillwave', 'dream pop', 'experimental pop', 'indie garage rock', 'la indie', 'neo-psychedelic', 'new weird america']"
New Edition,Cool It Now,"['boy band', 'contemporary r&b', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Ananda Shankar,Jumpin' Jack Flash,"['raga rock', 'sitar', 'world fusion']"
Ibeyi,River,"['cuban alternative', 'etherpop']"
AlunaGeorge,You Know You Like It - Bondax Remix,"['electropop', 'house', 'tropical house']"
Dom La Nena,Batuque (Jeremy Sole & Atropolis Remix),['nova mpb']
Rhythms Del Mundo,Mykonos (feat. Fleet Foxes),need_to_add
Prince Rama,So Destroyed (channeling Rage Peace),['brooklyn indie']
Allie X,Bitch,"['alt z', 'art pop', 'canadian electropop', 'canadian pop', 'dance pop', 'dark pop', 'electropop', 'escape room', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'vapor soul']"
Kilo Kish,Locket,"['alternative r&b', 'art pop', 'electropop', 'escape room', 'pop']"
Shlohmo,Apathy,"['downtempo', 'electronica', 'glitch', 'uk bass', 'wonky']"
Washed Out,It All Feels Right,"['alternative dance', 'chillwave', 'dream pop', 'indie rock', 'indie soul', 'indietronica', 'neo-synthpop']"
Ekkah,Last Chance to Dance,"['new french touch', 'uk pop']"
The Orwells,The Righteous One,"['indie garage rock', 'indie psych-pop']"
GENER8ION,The New International Sound,"['escape room', 'metropopolis']"
MOVEMENT,Like Lust,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'midwest emo', 'pop punk', 'socal pop punk']"
Sisyphus,Rhythm of Devotion,need_to_add
King Tubby,Zion Gate Dub,"['dub', 'reggae', 'roots reggae', 'ska']"
Depeche Mode,Enjoy The Silence - Remastered Version Original,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
Willie Bobo,Fried Neck Bones And Some Home Fries - Dan The Automator Remix,"['afro-cuban percussion', 'boogaloo', 'latin jazz']"
Burial,Archangel,"['classic dubstep', 'electronica', 'hauntology', 'microhouse', 'uk bass', 'wonky']"
Thundercat,"Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly)",['afrofuturism']
Elephant,Skyscraper,"['edm', 'electropop', 'future bass', 'pop dance', 'pop edm', 'tropical house']"
Marvin Gaye,I Want You - Single Version,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']"
GENER8ION,"The New International Sound, Pt. 2 (feat. M.I.A.)","['escape room', 'metropopolis']"
NxWorries,Suede (feat. Anderson Paak & Knxwledge),"['hip hop', 'indie soul']"
Sister Nancy,Bam Bam,"['dancehall queen', 'dub', 'reggae']"
Logic,Alright,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
Blue In Green,Rainy Streets,need_to_add
OB OBrien,Hazelton Trump,need_to_add
Professor Murder,Free Stress Test,['dance-punk']
Snoop Dogg,I'm Ya Dogg,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Timber Timbre,Hot Dreams,"['new weird america', 'stomp and holler', 'toronto indie']"
The Weeknd,The Hills,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Generationals,"When They Fight, They Fight","['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new orleans indie', 'shimmer pop', 'stomp and holler']"
Son Little,The River,"['funk', 'indie soul', 'soul']"
Sleigh Bells,Rill Rill,"['alternative dance', 'art pop', 'brooklyn indie', 'electropop', 'escape room', 'experimental pop', 'indie pop', 'indie surf', 'indietronica', 'modern rock', 'new rave', 'noise pop']"
Santé,Awake,need_to_add
Bob Marley & The Wailers,Johnny Was,"['reggae', 'roots reggae']"
"Bobby ""Boris"" Pickett",Monster Mash,"['halloween', 'novelty']"
Modest Mussorgsky,Night on Bald Mountain,"['late romantic era', 'russian romanticism']"
Jauz,Feel The Volume,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'pop dance']"
Theophilus London,Water Me (feat. Leon Ware),['alternative hip hop']
Jessy Lanza,Kathy Lee,"['art pop', 'canadian electropop', 'electra', 'escape room', 'experimental r&b', 'hamilton on indie', 'spectra']"
Shocking Blue,Love Buzz,"['classic rock', 'nederpop', 'psychedelic rock']"
Statik Selektah,Beautiful Life (feat. Action Bronson & Joey Bada$$),"['alternative hip hop', 'boom bap', 'boston hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']"
Mos Def,Auditorium,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
"Lee ""Scratch"" Perry",Disco Devil,"['dub', 'reggae', 'rocksteady', 'roots reggae', 'ska']"
The Avalanches,Frontier Psychiatrist,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']"
Cherry Glazerr,Had Ten Dollaz,"['bubblegrunge', 'indie punk', 'indie surf', 'la indie']"
Heems,Sometimes,['escape room']
Com Truise,VHS Sex,"['chillwave', 'indietronica', 'vaporwave']"
Yeasayer,Ambling Alp,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dream pop', 'indie rock', 'modern rock', 'new rave', 'shimmer pop', 'stomp and holler']"
The Kinks,All Day And All Of The Night,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock']"
The Sonics,Strychnine,"['classic garage rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock', 'punk', 'punk blues']"
Bill Withers,Who Is He (And What Is He to You?),"['funk', 'quiet storm', 'soul']"
Frankey,Acamar,['organic house']
Goody Goody,It Looks Like Love,['deep disco']
Cerrone,Freak Connection - Edit,"['disco', 'disco house', 'hi-nrg', 'post-disco', 'vintage french electronic']"
Rene & Angela,"I'll Be Good - 12"" Mix","['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Barrington Levy,Here I Come (Broader Than Broadway),"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'reggae fusion', 'roots reggae']"
M.I.A.,Swords,"['dance pop', 'escape room', 'indietronica', 'new rave']"
ScHoolboy Q,Hands On The Wheel,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Eighty4 Fly,Kush High,['seattle hip hop']
Buscabulla,Métele,"['latintronica', 'puerto rican indie']"
Ben Pearce,What I Might Do,"['deep disco house', 'minimal tech house']"
William Onyeabor,Atomic Bomb,"['afrobeat', 'afropop', 'world']"
Kindness,World Restart,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'uk alternative pop']"
Kindness,Swingin' Party,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'uk alternative pop']"
Travis Scott,Antidote,"['hip hop', 'rap', 'slap house']"
Tanlines,Pieces,"['balearic', 'brooklyn indie', 'chillwave', 'shimmer pop']"
Fela Kuti,Zombie,"['afrobeat', 'afropop', 'world']"
Terror Train,Time-Out,need_to_add
Gary's Gang,Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,"['deep disco', 'disco', 'post-disco']"
No Parents,I'm a Dildo,['indie garage rock']
Tayyib Ali,Do It (High School Dropout),['indie pop rap']
Only Real,Cadillac Girl,need_to_add
Tom Scott,Today,['smooth jazz']
Hermitude,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track","['australian dance', 'downtempo', 'edm', 'electronic trap', 'escape room']"
Willie Hutch,I Choose You,"['classic soul', 'funk', 'quiet storm', 'soul', 'southern soul']"
Mac Demarco,The Way You’d Love Her,"['edmonton indie', 'lo-fi indie']"
Bag Raiders,Shooting Stars,"['alternative dance', 'australian dance', 'filter house', 'indietronica', 'new rave', 'nu disco']"
ODESZA,Bloom - Lane 8 Remix,"['chillwave', 'ninja']"
Young Thug,Pacifier,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
Major Lazer,Powerful,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Janet Jackson,Unbreakable,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
Louis The Child,It's Strange (feat. K.Flay),"['edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']"
CHVRCHES,Make Them Gold,"['dance pop', 'electropop', 'indie pop', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
Lapalux,Don't Mean A Thing,"['chillwave', 'electronica', 'future garage', 'uk bass', 'wonky']"
Max Frost,White Lies - The Soundmen Remix,"['austindie', 'indie poptimism', 'modern alternative rock', 'modern rock']"
Goodnight Radio,Sophia So Far,['metropopolis']
Hotel Eden,Nimble Girl,need_to_add
Gary Clark Jr.,Grinder,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']"
E-40,Choices (Yup),"['cali rap', 'gangster rap', 'hip hop', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast rap']"
Hanni El Khatib,Two Brothers,"['bay area indie', 'garage rock', 'garage rock revival', 'modern blues rock', 'punk blues']"
Atlas Sound,Walkabout (W/ Noah Lennox),"['art pop', 'atlanta indie', 'chillwave', 'garage psych', 'indie rock', 'modern dream pop', 'noise pop']"
Allah-Las,Ferus Gallery,"['indie surf', 'neo-psychedelic', 'noise pop']"
Roy Ayers Ubiquity,Everybody Loves The Sunshine,"['funk', 'jazz funk', 'soul']"
Tuxedo,Number One,"['indie soul', 'popping', 'synth funk']"
Kero Kero Bonito,Sick Beat,"['escape room', 'hyperpop', 'japanese electropop']"
DJ Rashad,She a Go (feat. Spinn & Taso),"['footwork', 'ghettotech', 'uk bass']"
Zeds Dead,Lost You,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'progressive electro house']"
Vince Staples,Norf Norf,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
Rob Curly,Eleven 11: / 11,['lo-fi rap']
Toro y Moi,Buffalo,"['alternative dance', 'alternative r&b', 'chillwave', 'indie soul', 'indietronica', 'new rave']"
Les Sins,Talk About,['chillwave']
Tree,Probably Nu It,need_to_add
Travis Scott,Mamacita,"['hip hop', 'rap', 'slap house']"
Gary Clark Jr.,Star,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']"
Glass Animals,Gooey,"['gauze pop', 'indietronica', 'shiver pop']"
Isaac Hayes,Walk On By - Single Version,"['classic soul', 'disco', 'funk', 'jazz funk', 'memphis soul', 'quiet storm', 'soul', 'southern soul']"
Disclosure,Omen - Radio Edit,"['edm', 'house', 'pop', 'uk dance']"
Blood Orange,Champagne Coast,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie soul', 'metropopolis']"
The Juan Maclean,Running Back To You,"['alternative dance', 'balearic', 'electronica', 'new rave', 'nu disco', 'rhode island indie']"
Fat Tony,BKNY,['houston rap']
Silk Rhodes,Pains,need_to_add
Part Time,Night Drive,"['chillwave', 'experimental pop', 'indie garage rock']"
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)","['atl hip hop', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Dumbo Gets Mad,Indian Food,"['indie garage rock', 'neo-psychedelic', 'psychedelic pop']"
SZA,Childs Play (feat. Chance the Rapper),"['pop', 'r&b']"
Bohannon,Lets Start the Dance,"['deep disco', 'disco', 'funk', 'post-disco']"
Matias Aguayo,Rollerskate,"['cologne electronic', 'electronica chilena', 'microhouse']"
M83,Outro,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
HS87,Grindin’ My Whole Life,need_to_add
!!!,Slyd,"['alternative dance', 'dance rock', 'dance-punk', 'electroclash', 'electronica', 'indie rock', 'modern rock', 'new rave', 'sacramento indie']"
Tame Impala,The Moment,"['australian psych', 'neo-psychedelic']"
Meek Mill,R.I.C.O. (feat. Drake),"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Parquet Courts,Black And White,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'indie rock', 'modern alternative rock', 'modern rock', 'neo-psychedelic', 'noise pop']"
Barry White,Never Never Gonna Give Ya Up,"['adult standards', 'disco', 'funk', 'quiet storm', 'soul']"
Holy Ghost!,Wait & See,"['alternative dance', 'chillwave', 'electronica', 'filter house', 'indietronica', 'neo-synthpop', 'new rave', 'nu disco']"
tUnE-yArDs,Wait for a Minute,"['art pop', 'experimental pop', 'indie pop', 'indie rock', 'one-person band']"
Tonstartssbandht,5ft7,"['experimental indie', 'experimental pop', 'garage psych', 'neo-psychedelic', 'popgaze']"
James Blake,200 Press,"['alternative r&b', 'indie soul', 'uk alternative pop']"
Hot Chip,Huarache Lights,"['alternative dance', 'art pop', 'dance rock', 'electronica', 'electropop', 'filter house', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']"
Caribou,Leave House,"['alternative dance', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indietronica', 'intelligent dance music', 'new rave']"
James Mason,"Sweet Power, Your Embrace",['jazz funk']
alt-J,Hunger Of The Pine,['indie rock']
Horace Andy,Money Money,"['dub', 'lovers rock', 'reggae', 'roots reggae', 'ska']"
Deapmash,Symptom - Original Mix,['experimental techno']
The Olympics,I'll Do a Little Bit More,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']"
Creative Source,Who Is He And What Is He To You,['rare groove']
Chuck Brown and the Soul Searchers,Bustin' Loose,['go-go']
Stevie Wonder,I Wish,"['adult standards', 'funk', 'indie r&b', 'motown', 'quiet storm', 'soul']"
Donnie & Joe Emerson,Baby,['soft rock']
Zapp,More Bounce To The Ounce,"['funk', 'gangster rap', 'p funk', 'popping', 'post-disco', 'quiet storm', 'synth funk']"
War,Outlaw,need_to_add
Central Line,Walking Into Sunshine,"['brit funk', 'post-disco']"
Frank Ocean,Pyramids,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']"
Beach House,Lazuli,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']"
Grimes,Oblivion,"['art pop', 'canadian electropop', 'chillwave', 'dance pop', 'grave wave', 'indietronica', 'metropopolis', 'pop']"
Purity Ring,Obedear,"['art pop', 'canadian electropop', 'chillwave', 'dark pop', 'dream pop', 'edmonton indie', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']"
Hot Chip,Flutes,"['alternative dance', 'art pop', 'dance rock', 'electronica', 'electropop', 'filter house', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']"
Girl Unit,Club Rez,"['footwork', 'future garage', 'uk bass']"
Passion Pit,Cry Like A Ghost,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock']"
The xx,Chained,"['downtempo', 'dream pop', 'indietronica']"
Santigold,Disparate Youth,"['alternative dance', 'electropop', 'escape room', 'new rave']"
FIDLAR,Cheap Beer,"['australian garage punk', 'indie garage rock', 'noise pop']"
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Tennis,Origins,"['art pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']"
Crystal Castles,Affection,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']"
Sleigh Bells,Comeback Kid,"['alternative dance', 'art pop', 'brooklyn indie', 'electropop', 'escape room', 'experimental pop', 'indie pop', 'indie surf', 'indietronica', 'modern rock', 'new rave', 'noise pop']"
Solange,Losing You,"['afrofuturism', 'alternative r&b', 'dance pop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Danny Brown,Grown Up,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
Passion Pit,"It's Not My Fault, I'm Happy","['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock']"
The Rapture,How Deep Is Your Love?,"['alternative dance', 'dance-punk', 'electroclash', 'electronica', 'indie rock', 'modern rock', 'new rave']"
Shabazz Palaces,Are you... Can you... Were you? (Felt),"['afrofuturism', 'alternative hip hop', 'cascadia psych', 'escape room', 'experimental hip hop', 'psychedelic hip hop', 'seattle hip hop']"
TV On The Radio,Second Song,"['alternative dance', 'alternative rock', 'brooklyn indie', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
Star Slinger,Mornin',['chillwave']
Washed Out,Before,"['alternative dance', 'chillwave', 'dream pop', 'indie rock', 'indie soul', 'indietronica', 'neo-synthpop']"
M83,Midnight City,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
The Black Keys,Lonely Boy,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']"
TV On The Radio,Caffeinated Consciousness,"['alternative dance', 'alternative rock', 'brooklyn indie', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
Fool's Gold,Wild Window,need_to_add
Neon Indian,Polish Girl,"['alternative dance', 'chillwave', 'denton tx indie', 'dream pop', 'experimental pop', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']"
Bon Iver,Calgary,"['eau claire indie', 'indie folk', 'melancholia']"
Justice,Civilization,"['alternative dance', 'electro house', 'electronica', 'filter house', 'new rave']"
Drake,Headlines,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Das Racist,Michael Jackson,"['comedy rap', 'escape room']"
Cut Copy,Need You Now,"['alternative dance', 'australian dance', 'australian electropop', 'chillwave', 'dance-punk', 'electronic rock', 'electronica', 'electropop', 'filter house', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'nu disco']"
Cults,Abducted,"['experimental pop', 'indie surf']"
Kreayshawn,Gucci Gucci,['escape room']
Washed Out,Eyes Be Closed,"['alternative dance', 'chillwave', 'dream pop', 'indie rock', 'indie soul', 'indietronica', 'neo-synthpop']"
Washed Out,Echoes,"['alternative dance', 'chillwave', 'dream pop', 'indie rock', 'indie soul', 'indietronica', 'neo-synthpop']"
Radiohead,The Daily Mail,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Justice,Civilization,"['alternative dance', 'electro house', 'electronica', 'filter house', 'new rave']"
Teams vs. Star Slinger,Punch Drunk Love,need_to_add
